pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_teff,st_rad,st_mass,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
Kepler-238 c,2.39,152.522,1146.0,0.069,5751.0,1.43,1.229,Kepler-238 c,0,0.23807035,0,0,1402.8169,Superterran
KOI-7368 b,2.22,5.56,805.0,0.0678,5241.0,0.874,0.879,KOI-7368 b,0,0.25629262,0,0,921.10825,Superterran
Kepler-188 b,1.68,3.46,1463.0,0.032,6021.0,1.141,1.021,Kepler-188 b,0,0.27178329,0,0,1640.0252,Superterran
Kepler-126 b,1.52,4.11726105,1009.0,0.099,6239.0,1.358,1.108,Kepler-126 b,0,0.28276133,0,0,1185.6998,Terran
GJ 357 c,1.66,3.4,401.2,0.061,3505.0,0.337,0.342,GJ 357 c,0,0.52704265,0,0,413.77153,Superterran
Kepler-136 c,1.99,4.62,847.0,0.133,6165.0,1.355,1.204,Kepler-136 c,0,0.26319034,0,0,1032.1664,Superterran
Kepler-198 c,2.47,6.66,465.0,0.259,5574.0,0.94,0.995,Kepler-198 c,0,0.33397985,0,0,530.91579,Superterran
Kepler-398 b,0.93,0.749,755.0,0.044,4493.0,0.613,0.649,Kepler-398 b,0,0.3099155,0,0,859.90244,Terran
Kepler-244 c,2.05,4.86,791.0,0.087,5554.0,0.803,0.933,Kepler-244 c,0,0.270141,0,0,841.7166,Superterran
Kepler-247 b,1.64,3.33,970.0,0.042,5100.0,0.768,0.887,Kepler-247 b,0,0.2787867,0,0,1101.0344,Superterran
Kepler-301 d,1.75,3.71,725.0,0.112,5815.0,0.9,1.022,Kepler-301 d,0,0.28731686,0,0,820.94963,Superterran
Kepler-301 c,1.35,2.39,989.0,0.06,5815.0,0.9,1.022,Kepler-301 c,0,0.29112122,0,0,1121.6307,Terran
Kepler-342 d,2.49,6.76,658.0,0.242,6175.0,1.472,1.213,Kepler-342 d,0,0.2573588,0,0,759.04555,Superterran
Kepler-191 b,1.34,2.36,722.0,0.087,5282.0,0.789,0.857,Kepler-191 b,0,0.31240772,0,0,768.53897,Terran
Kepler-194 d,2.4,6.35,562.0,0.275,6089.0,1.025,0.94,Kepler-194 d,0,0.31824944,0,0,562.3532,Superterran
Kepler-208 e,1.48,2.79,880.0,0.132,6092.0,1.314,1.082,Kepler-208 e,0,0.29154234,0,0,945.99438,Terran
Kepler-304 c,2.17,5.35,746.0,0.054,4731.0,0.687,0.737,Kepler-304 c,0,0.26377006,0,0,845.72397,Superterran
Kepler-81 d,1.21,1.92,418.0,0.128,4500.0,0.595,0.648,Kepler-81 d,0,0.44802916,0,0,482.02608,Terran
Kepler-197 e,0.91,0.693,691.0,0.164,6004.0,1.12,0.857,Kepler-197 e,0,0.31287736,0,0,799.69283,Terran
Kepler-200 c,1.59,3.15,806.0,0.09,5678.0,0.944,0.972,Kepler-200 c,0,0.28565284,0,0,963.39473,Terran
Kepler-350 b,1.85,16.9,1037.0,0.104,6186.0,1.534,1.19,Kepler-350 b,0,0.2675617,0,0,1141.3237,Superterran
Kepler-306 e,2.27,5.77,390.0,0.227,4954.0,0.719,0.75,Kepler-306 e,0,0.41122473,0,0,460.95931,Superterran
Kepler-217 c,1.85,4.08,1208.0,0.089,6171.0,1.799,1.342,Kepler-217 c,0,0.26400295,0,0,1488.4372,Superterran
Kepler-220 d,0.98,0.904,401.0,0.163,4632.0,0.666,0.729,Kepler-220 d,0,0.45109952,0,0,482.87166,Terran
Kepler-352 b,0.86,0.566,694.0,0.085,5212.0,0.781,0.798,Kepler-352 b,0,0.31791238,0,0,769.51317,Terran
Kepler-84 d,1.38,2.48,1254.0,0.052,6031.0,1.169,1.06,Kepler-84 d,0,0.28625073,0,0,1425.3576,Terran
Kepler-310 d,2.47,7.0,353.0,0.392,5797.0,0.876,0.854,Kepler-310 d,0,0.49255796,0,0,400.43542,Superterran
Kepler-282 b,1.01,1.01,817.0,0.082,5602.0,0.904,0.86,Kepler-282 b,0,0.30029512,0,0,1067.8705,Terran
Kepler-282 c,1.2,1.87,717.0,0.106,5602.0,0.904,0.86,Kepler-282 c,0,0.30226589,0,0,939.23137,Terran
Kepler-220 e,1.33,2.33,341.0,0.226,4632.0,0.666,0.729,Kepler-220 e,0,0.5571803,0,0,410.08256,Terran
Kepler-353 b,0.89,0.64,534.0,0.051,3903.0,0.504,0.553,Kepler-353 b,0,0.34599959,0,0,643.26576,Terran
Kepler-85 e,1.27,0.6,559.0,0.163,5436.0,0.893,0.947,Kepler-85 e,0,0.34614089,0,0,630.71291,Terran
Kepler-55 e,1.55,3.02,728.0,0.048,4503.0,0.619,0.631,Kepler-55 e,0,0.29483402,0,0,846.35956,Terran
Kepler-310 b,1.19,1.81,665.0,0.111,5797.0,0.876,0.854,Kepler-310 b,0,0.31970038,0,0,752.51304,Terran
Kepler-286 e,1.77,3.78,539.0,0.176,5580.0,0.863,0.83,Kepler-286 e,0,0.31890742,0,0,641.45942,Superterran
Kepler-356 b,1.57,3.09,1294.0,0.057,6133.0,1.335,1.163,Kepler-356 b,0,0.27726043,0,0,1571.224,Terran
Kepler-354 d,1.24,2.07,451.0,0.146,4648.0,0.674,0.652,Kepler-354 d,0,0.42837982,0,0,499.17071,Terran
Kepler-142 b,1.99,4.62,1597.0,0.032,5790.0,1.269,0.978,Kepler-142 b,0,0.25621469,0,0,1710.4112,Superterran
Kepler-299 e,1.87,4.16,534.0,0.22,5617.0,1.032,1.004,Kepler-299 e,0,0.32959772,0,0,598.0179,Superterran
Kepler-372 b,1.36,2.42,1081.0,0.075,6509.0,1.137,1.202,Kepler-372 b,0,0.28845864,0,0,1263.7026,Terran
Kepler-378 c,0.7,0.271,414.0,0.166,4661.0,0.671,0.78,Kepler-378 c,0,0.43551913,0,0,484.30781,Subterran
Kepler-308 c,2.16,5.31,714.0,0.123,5895.0,0.941,0.92,Kepler-308 c,0,0.27242061,0,0,767.31372,Superterran
Kepler-124 b,0.73,0.315,892.0,0.039,4984.0,0.636,0.706,Kepler-124 b,0,0.29053401,0,0,1113.3795,Subterran
Kepler-235 b,2.23,5.6,731.0,0.037,4255.0,0.554,0.581,Kepler-235 b,0,0.26580221,0,0,793.09399,Superterran
Kepler-392 c,1.1,1.37,901.0,0.093,5938.0,1.129,0.874,Kepler-392 c,0,0.29984717,0,0,1055.4412,Terran
Kepler-360 c,2.1,5.06,860.0,0.075,6053.0,1.058,0.994,Kepler-360 c,0,0.25977087,0,0,973.63211,Superterran
Kepler-363 b,1.16,1.65,1347.0,0.048,5593.0,1.485,1.226,Kepler-363 b,0,0.29235675,0,0,1620.1488,Terran
Kepler-319 d,2.29,5.86,528.0,0.191,5526.0,0.903,0.933,Kepler-319 d,0,0.30899507,0,0,593.14222,Superterran
Kepler-319 b,1.63,3.29,1023.0,0.051,5526.0,0.903,0.933,Kepler-319 b,0,0.27829314,0,0,1147.864,Superterran
Kepler-398 c,1.01,1.01,536.0,0.087,4493.0,0.613,0.649,Kepler-398 c,0,0.35892028,0,0,611.52736,Terran
Kepler-399 b,0.96,0.84,773.0,0.103,5502.0,0.68,0.902,Kepler-399 b,0,0.3309576,0,0,704.70428,Terran
Kepler-379 b,1.66,3.39,775.0,0.152,6054.0,1.306,1.125,Kepler-379 b,0,0.28788409,0,0,866.96932,Superterran
Kepler-372 d,1.69,3.5,660.0,0.201,6509.0,1.137,1.202,Kepler-372 d,0,0.29589842,0,0,771.92924,Superterran
Kepler-250 b,1.13,1.51,938.0,0.048,5160.0,0.805,0.806,Kepler-250 b,0,0.30083132,0,0,1009.3805,Terran
Kepler-390 c,0.79,0.418,630.0,0.101,5166.0,0.776,0.787,Kepler-390 c,0,0.31953565,0,0,739.2049,Subterran
Kepler-373 c,1.24,2.07,729.0,0.126,5787.0,0.845,0.981,Kepler-373 c,0,0.30241422,0,0,915.67266,Terran
Kepler-326 b,1.52,44.6,1127.0,0.032,5105.0,0.801,0.91,Kepler-326 b,0,0.28002867,0,0,1469.2663,Terran
Kepler-46 d,1.64,3.33,845.0,0.067,5309.0,0.79,0.883,Kepler-46 d,0,0.28697878,0,0,894.10417,Superterran
Kepler-374 d,1.31,2.27,1272.0,0.056,5977.0,0.911,1.033,Kepler-374 d,0,0.28888931,0,0,1423.4149,Terran
Kepler-375 b,1.45,2.7,851.0,0.101,5826.0,0.837,0.891,Kepler-375 b,0,0.30140414,0,0,824.16627,Terran
Kepler-256 b,1.59,3.15,1681.0,0.027,5551.0,1.301,1.037,Kepler-256 b,0,0.27592897,0,0,1692.3635,Terran
Kepler-327 d,1.73,3.64,387.0,0.09,3799.0,0.492,0.591913,Kepler-327 d,0,0.44157953,0,0,464.30597,Superterran
Kepler-403 c,1.75,3.71,604.0,0.297,6090.0,1.329,1.299,Kepler-403 c,0,0.29381148,0,0,764.79897,Superterran
Kepler-246 c,1.5,2.86,667.0,0.095,5206.0,0.831,0.853,Kepler-246 c,0,0.3105139,0,0,735.89138,Terran
Kepler-250 d,2.18,5.39,579.0,0.127,5160.0,0.805,0.806,Kepler-250 d,0,0.30398792,0,0,620.54554,Superterran
Kepler-376 b,1.07,1.24,1242.0,0.057,5900.0,1.175,0.968,Kepler-376 b,0,0.2945046,0,0,1479.9195,Terran
Kepler-380 c,1.27,2.15,1056.0,0.078,6045.0,1.224,0.99,Kepler-380 c,0,0.29239891,0,0,1208.8662,Terran
Kepler-130 d,1.64,3.33,451.0,0.377,5884.0,1.127,0.927,Kepler-130 d,0,0.34267269,0,0,499.52298,Superterran
Kepler-252 b,1.23,2.04,587.0,0.058,4208.0,0.549,0.61,Kepler-252 b,0,0.31746539,0,0,759.82141,Terran
Kepler-255 b,1.55,3.02,971.0,0.063,5573.0,0.933,0.867,Kepler-255 b,0,0.28494239,0,0,1031.5855,Terran
Kepler-381 b,0.99,0.937,1576.0,0.066,6152.0,1.568,1.144,Kepler-381 b,0,0.29476803,0,0,1505.4057,Terran
Kepler-383 c,1.24,2.07,406.0,0.172,4710.0,0.672,0.669,Kepler-383 c,0,0.46933733,0,0,464.15315,Terran
Kepler-331 d,1.64,3.33,346.0,0.159,4347.0,0.492,0.653,Kepler-331 d,0,0.45375122,0,0,459.43805,Superterran
Kepler-333 c,1.11,1.41,386.0,0.135,4259.0,0.534,0.601,Kepler-333 c,0,0.48074054,0,0,458.94288,Terran
Kepler-256 d,2.48,6.71,1097.0,0.064,5551.0,1.301,1.037,Kepler-256 d,0,0.23767589,0,0,1099.2223,Superterran
Kepler-387 c,0.89,0.64,826.0,0.098,5774.0,1.046,0.85,Kepler-387 c,0,0.30151842,0,0,994.40313,Terran
Kepler-334 d,1.41,2.57,656.0,0.168,5828.0,1.068,1.022,Kepler-334 d,0,0.31646108,0,0,724.88795,Terran
Kepler-336 b,1.02,1.04,1625.0,0.033,5867.0,1.304,1.09,Kepler-336 b,0,0.29370436,0,0,1839.3677,Terran
Kepler-149 c,1.61,3.22,436.0,0.281,5381.0,0.953,1.013,Kepler-149 c,0,0.40262899,0,0,506.78338,Superterran
Kepler-393 c,1.33,2.33,901.0,0.124,6189.0,1.382,1.256,Kepler-393 c,0,0.29224869,0,0,1104.6245,Terran
Kepler-292 c,1.47,2.76,1001.0,0.045,5299.0,0.826,0.865,Kepler-292 c,0,0.28629043,0,0,1117.0414,Terran
Kepler-337 b,1.54,2.99,1458.0,0.045,5684.0,1.761,1.081,Kepler-337 b,0,0.27801467,0,0,1788.8308,Terran
Kepler-338 c,2.34,6.08,831.0,0.172,5923.0,1.735,1.105,Kepler-338 c,0,0.24808903,0,0,971.9342,Superterran
Kepler-102 d,1.154,3.0,686.0,0.08618,4909.0,0.724,0.803,Kepler-102 d,0,0.33000703,0,0,699.82913,Terran
HD 20329 b,1.72,7.42,2141.0,0.018,5596.0,1.13,0.9,HD 20329 b,0,0.26893498,0,0,2205.6636,Superterran
Kepler-265 b,1.86,4.12,1022.0,0.069,5835.0,1.103,0.97,Kepler-265 b,0,0.26795834,0,0,1098.3759,Superterran
Kepler-269 c,1.69,3.5,875.0,0.081,5847.0,0.959,0.92,Kepler-269 c,0,0.27384188,0,0,1249.3468,Superterran
Kepler-395 b,1.03,1.08,576.0,0.061,4262.0,0.556,0.622827,Kepler-395 b,0,0.37054234,0,0,585.81516,Terran
Kepler-298 d,2.5,6.8,277.0,0.305,4465.0,0.582,0.66,Kepler-298 d,0,0.61724947,0,0,341.60609,Superterran
Kepler-339 c,1.15,7.3,914.0,0.069,5631.0,0.802,0.87,Kepler-339 c,0,0.30484878,0,0,914.64165,Terran
Kepler-339 d,1.17,14.7,796.0,0.091,5631.0,0.802,0.87,Kepler-339 d,0,0.31432558,0,0,796.44323,Terran
Kepler-171 d,1.89,4.23,497.0,0.223,5642.0,0.839,0.978,Kepler-171 d,0,0.33579173,0,0,582.13417,Superterran
Kepler-174 d,2.19,5.43,212.0,0.677,4880.0,0.622,0.602,Kepler-174 d,2,0.67845615,1,1,251.84376,Superterran
Kepler-272 d,2.25,5.69,777.0,0.091,5297.0,0.929,0.91,Kepler-272 d,0,0.25171011,0,0,990.61483,Superterran
Kepler-206 d,1.19,1.81,681.0,0.163,5764.0,1.185,0.957,Kepler-206 d,0,0.32042143,0,0,747.87965,Terran
Kepler-200 b,2.13,5.18,854.0,0.08,5678.0,0.944,0.972,Kepler-200 b,0,0.25652262,0,0,1021.8344,Superterran
Kepler-252 c,2.15,5.27,499.0,0.08,4208.0,0.549,0.61,Kepler-252 c,0,0.29699547,0,0,646.96461,Superterran
Kepler-1928 b,1.992,4.63,621.0,0.194,5720.0,0.92,1.01,Kepler-1928 b,0,0.30891051,0,0,611.97915,Superterran
Kepler-107 b,1.536,3.8,1592.0,0.04544,5854.0,1.447,1.238,Kepler-107 b,0,0.27850034,0,0,1663.1607,Terran
Kepler-1983 b,2.33,6.04,807.0,0.0689,5135.0,0.874,0.812,Kepler-1983 b,0,0.25714767,0,0,830.93281,Superterran
Kepler-343 c,2.02,4.74,746.0,0.167,5807.0,1.433,1.055,Kepler-343 c,0,0.27595692,0,0,797.19999,Superterran
Kepler-190 b,1.56,3.05,1166.0,0.03,5106.0,0.795,0.834,Kepler-190 b,0,0.27959642,0,0,1288.5904,Terran
Kepler-205 c,1.64,3.33,389.0,0.122,4321.0,0.546,0.592,Kepler-205 c,0,0.43397248,0,0,475.05687,Superterran
Kepler-202 b,1.63,3.29,802.0,0.045,4668.0,0.667,0.683,Kepler-202 b,0,0.28487864,0,0,939.33232,Superterran
Kepler-214 c,2.13,5.18,619.0,0.194,6169.0,1.352,1.11,Kepler-214 c,0,0.26346069,0,0,876.54589,Superterran
Kepler-196 c,2.24,5.65,407.0,0.24,5128.0,0.782,0.839,Kepler-196 c,0,0.40414411,0,0,468.34933,Superterran
Kepler-101 c,1.25,3.78,1413.0,0.0684,5667.0,1.56,1.17,Kepler-101 c,0,0.2910374,0,0,1400.8688,Terran
Kepler-154 b,2.26,5.73,561.0,0.198,5690.0,1.001,0.933,Kepler-154 b,0,0.28794103,0,0,658.93553,Superterran
Kepler-359 d,4.01,2.7,464.0,0.372,6248.0,1.086,0.827,Kepler-359 d,0,0.34502165,0,0,446.07106,Terran
Kepler-256 c,2.15,5.27,1315.0,0.045,5551.0,1.301,1.037,Kepler-256 c,0,0.25031768,0,0,1310.8991,Superterran
Kepler-184 c,1.97,8.8,630.0,0.141,5788.0,0.873,0.872,Kepler-184 c,0,0.29941218,0,0,673.07888,Superterran
Kepler-172 b,2.35,6.12,1256.0,0.04,5526.0,1.085,1.081,Kepler-172 b,0,0.23989105,0,0,1412.1978,Superterran
Kepler-205 b,1.51,2.89,757.0,0.032,4321.0,0.546,0.592,Kepler-205 b,0,0.2911463,0,0,927.5782,Terran
Kepler-217 b,2.23,5.6,1413.0,0.065,6171.0,1.799,1.342,Kepler-217 b,0,0.24434166,0,0,1741.6819,Superterran
Kepler-174 c,1.49,2.83,377.0,0.214,4880.0,0.622,0.602,Kepler-174 c,0,0.47958253,0,0,447.93875,Terran
TOI-1266 b,2.52,4.46,415.0,0.073,3563.0,0.4232,0.437,TOI-1266 b,0,0.45212485,0,0,426.84115,Superterran
TOI-2095 b,1.25,4.1,347.0,0.101,3759.0,0.44,0.44,TOI-2095 b,0,0.60589256,0,0,390.85425,Terran
HIP 29442 d,1.538,5.14,920.0,0.0673,5289.0,0.98,0.901,HIP 29442 d,0,0.29268608,0,0,1032.8879,Terran
TOI-1749 b,1.39,57.0,831.0,0.0291,3985.0,0.55,0.58,TOI-1749 b,0,0.30009752,0,0,865.85311,Terran
Kepler-361 b,1.45,2.7,1060.0,0.086,6169.0,1.343,1.191,Kepler-361 b,0,0.2846305,0,0,1277.6924,Terran
Kepler-362 b,0.88,0.615,838.0,0.087,5788.0,0.722,0.904,Kepler-362 b,0,0.29802529,0,0,1100.0588,Terran
Kepler-193 b,2.39,6.3,979.0,0.106,6335.0,1.147,1.051,Kepler-193 b,0,0.24732056,0,0,935.99297,Superterran
TOI-561 b,1.397,2.02,2319.0,0.01064,5342.0,0.843,0.806,TOI-561 b,0,0.28240928,0,0,2387.9355,Terran
Kepler-1471 b,1.41,2.57,1238.0,0.0453,5660.0,0.93,0.95,Kepler-1471 b,0,0.28724244,0,0,1205.3868,Terran
LHS 1140 c,1.272,1.91,422.0,0.027,3096.0,0.2159,0.1844,LHS 1140 c,0,0.51278419,0,0,434.68608,Terran
L 98-59 c,1.329,2.0,526.0,0.0309,3415.0,0.3155,0.2923,L 98-59 c,0,0.39979099,0,0,526.49699,Terran
L 98-59 d,1.627,1.64,416.0,0.0494,3415.0,0.3155,0.2923,L 98-59 d,0,0.52714337,0,0,416.72568,Terran
HIP 29442 c,1.551,4.5,1123.0,0.04518,5289.0,0.98,0.901,HIP 29442 c,0,0.27898284,0,0,1260.1791,Terran
Kepler-93 b,1.478,4.66,1133.0,0.05343,5669.0,0.919,0.911,Kepler-93 b,0,0.28489884,0,0,1170.9354,Terran
Kepler-365 c,1.64,3.33,729.0,0.137,6012.0,1.048,1.02,Kepler-365 c,0,0.29204295,0,0,829.02044,Superterran
Kepler-220 c,1.57,3.09,586.0,0.076,4632.0,0.666,0.729,Kepler-220 c,0,0.31247306,0,0,707.16169,Terran
LP 791-18 b,1.212,1.94,564.3,0.00978,2960.0,0.182,0.139,LP 791-18 b,0,0.34580333,0,0,637.17114,Terran
K2-266 c,0.705,0.29013072,664.5,0.0679,4285.0,0.703,0.686,K2-266 c,0,0.32378328,0,0,687.37341,Subterran
Kepler-409 b,1.199,6.0,438.0,0.3192,5421.0,0.897,0.913,Kepler-409 b,0,0.43784921,0,0,437.87963,Terran
Kepler-196 b,1.9,4.27,536.0,0.138,5128.0,0.782,0.839,Kepler-196 b,0,0.32008227,0,0,617.6408,Superterran
Kepler-163 c,2.26,5.73,648.0,0.152,5776.0,0.917,0.882,Kepler-163 c,0,0.28233182,0,0,681.55942,Superterran
LHS 1678 c,0.941,1.4,510.9,0.0327,3490.0,0.329,0.345,LHS 1678 c,0,0.38964985,0,0,551.89993,Terran
Kepler-763 b,1.22,1.98,1414.0,0.0205,5166.0,0.8,0.84,Kepler-763 b,0,0.29070458,0,0,1657.8628,Terran
Kepler-208 b,1.63,3.29,1379.0,0.054,6092.0,1.314,1.082,Kepler-208 b,0,0.27485465,0,0,1479.0356,Superterran
Kepler-246 b,2.34,6.08,896.0,0.052,5206.0,0.831,0.853,Kepler-246 b,0,0.24722077,0,0,994.65816,Superterran
Kepler-179 c,2.0,4.66,810.0,0.064,5302.0,0.759,0.893,Kepler-179 c,0,0.26497867,0,0,969.02623,Superterran
Kepler-226 c,2.27,45.2,919.0,0.058,5571.0,0.802,0.904,Kepler-226 c,0,0.24907454,0,0,1041.0259,Superterran
Kepler-113 b,1.82,11.7,775.0,0.05123,4725.0,0.69,0.75,Kepler-113 b,0,0.27687123,0,0,912.67465,Superterran
Kepler-48 d,2.04,7.93,448.0,0.23302,5194.0,0.89,0.88,Kepler-48 d,0,0.37884591,0,0,504.75921,Superterran
Kepler-237 c,2.08,4.98,687.0,0.071,4861.0,0.725,0.696,Kepler-237 c,0,0.27052492,0,0,820.43909,Superterran
Kepler-161 b,2.12,2.63,868.0,0.054,5078.0,0.806,0.853,Kepler-161 b,0,0.25947934,0,0,957.147,Superterran
Kepler-106 b,0.82,5.3,1021.0,0.06491,5858.0,1.04,1.0,Kepler-106 b,0,0.29432101,0,0,1184.6589,Terran
Kepler-100 d,1.61,3.0,670.0,0.21747,5825.0,1.49,1.08,Kepler-100 d,0,0.29678176,0,0,774.51582,Terran
Kepler-274 b,1.54,2.99,961.0,0.101,6023.0,1.007,0.883,Kepler-274 b,0,0.28591372,0,0,1016.2834,Terran
Kepler-312 b,1.29,2.21,1685.0,0.031,6115.0,1.467,1.314,Kepler-312 b,0,0.28758598,0,0,2305.3914,Terran
Kepler-211 c,1.29,18.3,841.0,0.062,5123.0,0.816,0.867,Kepler-211 c,0,0.30106478,0,0,910.91882,Terran
Kepler-864 b,2.4,6.35,1143.0,0.0687,5754.0,1.0,1.0,Kepler-864 b,0,0.2391045,0,0,1237.2206,Superterran
Kepler-166 b,2.27,5.77,772.0,0.072,5413.0,0.742,0.811,Kepler-166 b,0,0.2577862,0,0,859.03186,Superterran
Kepler-181 c,1.99,4.62,937.0,0.049,5333.0,0.749,0.81,Kepler-181 c,0,0.26280732,0,0,1044.9066,Superterran
Kepler-106 d,0.95,8.1,649.0,0.16063,5858.0,1.04,1.0,Kepler-106 d,0,0.32211309,0,0,753.27149,Terran
Kepler-131 c,0.84,8.25,615.0,0.17391,5685.0,1.03,1.02,Kepler-131 c,0,0.32955091,0,0,698.83862,Terran
Kepler-320 b,1.14,1.55,1292.0,0.085,6435.0,1.108,1.072,Kepler-320 b,0,0.295678,0,0,1223.8158,Terran
Kepler-169 e,2.2,5.48,595.0,0.105,4997.0,0.763,0.825,Kepler-169 e,0,0.28883167,0,0,667.31498,Superterran
Kepler-249 c,1.51,2.89,429.0,0.058,3568.0,0.482,0.510238,Kepler-249 c,0,0.4097103,0,0,505.19789,Terran
Kepler-174 b,1.96,4.5,553.0,0.1,4880.0,0.622,0.602,Kepler-174 b,0,0.30464796,0,0,655.2779,Superterran
Kepler-231 c,1.93,24.1,393.0,0.114,3767.0,0.49,0.58,Kepler-231 c,0,0.4224692,0,0,469.32436,Superterran
Kepler-197 c,1.23,5.3,930.0,0.09,6004.0,1.12,0.857,Kepler-197 c,0,0.29592155,0,0,1089.2567,Terran
Kepler-241 b,2.33,6.04,562.0,0.094,4699.0,0.668,0.671,Kepler-241 b,0,0.28368063,0,0,661.62452,Superterran
Kepler-233 b,2.43,6.48,751.0,0.077,5360.0,0.758,0.855,Kepler-233 b,0,0.25013581,0,0,858.38112,Superterran
Kepler-143 b,2.41,6.39,838.0,0.127,5848.0,1.359,0.982,Kepler-143 b,0,0.24544047,0,0,956.14478,Superterran
Kepler-332 d,1.18,1.76,427.0,0.189,4955.0,0.72,0.743,Kepler-332 d,0,0.46019872,0,0,472.81867,Terran
Kepler-311 d,2.05,4.86,327.0,0.7326,5903.0,1.156,0.974,Kepler-311 d,0,0.57774218,0,0,375.61425,Superterran
LHS 1678 d,0.981,0.907,462.95,0.04,3490.0,0.329,0.345,LHS 1678 d,0,0.43342078,0,0,499.01125,Terran
Kepler-440 b,1.86,4.12,229.0,0.242,4134.0,0.559,0.575,Kepler-440 b,2,0.75260263,0,1,307.80693,Superterran
HD 23472 e,0.818,0.72,723.0,0.068,4684.0,0.71,0.67,HD 23472 e,0,0.31620284,0,0,769.64046,Terran
TOI-544 b,2.018,2.89,999.0,0.0225,4169.0,0.623,0.631,TOI-544 b,0,0.25911503,0,0,1142.4423,Terran
TOI-2266 b,1.54,2.99,550.0,0.02,3200.0,0.24,0.23,TOI-2266 b,0,0.35365165,0,0,584.33315,Terran
K2-13 b,1.89,4.23,511.0,0.2114,5698.0,0.78,0.8,K2-13 b,0,0.33737591,0,0,578.92597,Superterran
Kepler-186 f,1.17,1.71,177.0,0.432,3755.0,0.523,0.544,Kepler-186 f,1,0.6108342,1,1,211.90451,Terran
Kepler-441 b,1.64,3.33,189.0,0.64,4340.0,0.55,0.572,Kepler-441 b,0,0.51489081,0,0,196.25168,Superterran
Kepler-68 c,0.979,1.3,1052.0,0.09008,5847.0,1.2564,1.057,Kepler-68 c,0,0.29952999,0,0,1094.1947,Terran
L 98-59 e,1.49,2.82,347.0,0.0712,3415.0,0.3155,0.2923,L 98-59 e,0,0.69173285,0,0,349.71904,Terran
Kepler-19 b,2.209,6.1,851.0,0.0846,5541.0,0.859,0.936,Kepler-19 b,0,0.2567577,0,0,891.67565,Superterran
K2-15 b,2.48,6.71,676.0,0.091,5131.0,0.68,0.72,K2-15 b,0,0.26137514,0,0,734.77577,Superterran
K2-17 b,2.23,5.6,487.0,0.119,4320.0,0.66,0.71,K2-17 b,0,0.40084163,0,0,468.82948,Superterran
Kepler-442 b,1.34,2.36,241.0,0.409,4402.0,0.598,0.609,Kepler-442 b,1,0.83824202,1,1,263.03917,Terran
TOI-1411 b,1.19880592,2.0,976.4,0.02122,4115.0,0.614,0.6045,TOI-1411 b,0,0.29032656,0,0,1141.7252,Terran
Kepler-437 b,2.14,5.22,308.0,0.288,4551.0,0.68,0.707,Kepler-437 b,0,0.64247814,0,0,345.71516,Superterran
Kepler-296 c,2.0,4.66,606.0,0.0521,3740.0,0.48,0.498,Kepler-296 c,0,0.35624429,0,0,525.06227,Superterran
K2-265 b,1.70824866,7.3418362,1366.0,0.03359,5420.0,0.92,0.901,K2-265 b,0,0.27137533,0,0,1411.0176,Superterran
Kepler-296 d,2.09,5.02,403.0,0.118,3740.0,0.48,0.498,Kepler-296 d,0,0.62067996,0,0,348.89012,Superterran
Kepler-296 e,1.53,2.96,337.0,0.169,3740.0,0.48,0.498,Kepler-296 e,1,0.85187076,1,1,281.6348,Terran
Kepler-296 f,1.8,3.89,274.0,0.255,3740.0,0.48,0.498,Kepler-296 f,2,0.65849997,1,1,229.27652,Superterran
Kepler-1869 b,1.11955354,1.46,865.0,0.07976,5808.0,0.902,0.987,Kepler-1869 b,0,0.30160431,0,0,993.88762,Terran
Kepler-1980 b,2.21,5.52,564.0,0.2049,5819.0,0.99,1.049,Kepler-1980 b,0,0.27658144,0,0,723.02704,Superterran
Kepler-1814 c,1.76,3.75,1711.0,0.0133,4922.0,0.823,0.79,Kepler-1814 c,0,0.26734786,0,0,1864.2309,Superterran
Kepler-1894 b,1.20117759,1.87,1231.0,0.0385,5772.0,0.901,0.999,Kepler-1894 b,0,0.29382719,0,0,1255.1486,Terran
TOI-1736 b,3.18175535,12.3,1099.79,0.073,5636.0,1.4286,1.0373,TOI-1736 b,0,0.23735357,0,0,1217.8627,Superterran
TOI-244 b,1.52,2.68,458.0,0.0559,3433.0,0.426,0.428,TOI-244 b,0,0.44418259,0,0,472.57377,Terran
Kepler-445 d,1.25,2.1,305.0,0.0439,3157.0,0.21,0.18,Kepler-445 d,0,0.56191507,0,0,409.91448,Terran
TOI-500 b,1.166,1.42,1617.0,0.01189,4440.0,0.678,0.74,TOI-500 b,0,0.29181607,0,0,1762.8962,Terran
Wolf 327 b,1.24,2.53,996.0,0.01,3542.0,0.406,0.405,Wolf 327 b,0,0.29481881,0,0,1125.7074,Terran
Kepler-1982 b,0.77,0.381,1282.0,0.0511,6202.0,1.122,1.213,Kepler-1982 b,0,0.28850515,0,0,1575.6693,Subterran
GJ 3929 c,2.26,5.71,317.0,0.081,3384.0,0.32,0.313,GJ 3929 c,0,0.6752644,0,0,326.53746,Superterran
GJ 9827 d,1.98,3.02,675.0,0.053,4236.0,0.58,0.62,GJ 9827 d,0,0.29620616,0,0,704.22352,Superterran
