pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbeccen,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
Kepler-168 b,1.46,2.73,1240.0,4.425391,0.0,0.056,725.064,6282.0,1.107,1.113,0.09,Kepler-168 b,0,0.28253301,0,0,1496.5165,Terran
Kepler-154 f,1.5,2.86,838.0,9.91935684,0.0,0.08832,139.884,5769.0,0.98,0.98,-0.04,Kepler-154 f,0,0.28856971,0,0,993.49673,Terran
Kepler-1849 b,2.38685349,6.29,355.0,57.29290009,0.0,0.2597,3.76,4806.0,0.729,0.709,-0.1,Kepler-1849 b,0,0.52803948,0,0,385.64663,Superterran
Kepler-1191 b,1.51,2.89,952.0,5.60014851,0.0,0.0587,167.184,5308.0,0.81,0.85,-0.08,Kepler-1191 b,0,0.28643159,0,0,1042.573,Terran
Kepler-233 b,2.43,6.48,751.0,8.472382,0.0,0.077,85.131,5360.0,0.758,0.855,-0.09,Kepler-233 b,0,0.25013581,0,0,858.38112,Superterran
Kepler-1101 b,2.47,6.66,393.0,81.3151059,0.0,0.3483,3.577,5614.0,0.91,0.94,-0.04,Kepler-1101 b,0,0.49665022,0,0,398.28943,Superterran
Kepler-186 b,1.07,1.24,571.0,3.8867907,0.0,0.0343,37.372,3788.0,0.472,0.478,-0.28,Kepler-186 b,0,0.33171879,0,0,699.88786,Terran
Kepler-1540 b,2.49,6.76,266.0,125.4131177,0.0,0.4426,0.849,4540.0,0.69,0.74,0.1,Kepler-1540 b,2,0.68524014,1,1,270.03485,Superterran
Kepler-383 b,1.32,2.3,545.0,12.904532,0.0,0.095,20.91,4710.0,0.672,0.669,-0.1785,Kepler-383 b,0,0.34650473,0,0,624.54497,Terran
Kepler-1078 b,1.9,4.27,1122.0,3.00725242,0.0,0.0388,373.99,5612.0,0.92,0.94,-0.01,Kepler-1078 b,0,0.26026645,0,0,1947.6444,Superterran
Kepler-1053 b,0.98,0.904,953.0,2.414351654,0.0,0.0315,139.818,4529.0,0.69,0.74,0.1,Kepler-1053 b,0,0.30379025,0,0,968.32299,Terran
Kepler-1901 b,1.47418907,2.77,1132.0,3.484129906,0.0,0.0453,389.41,5696.0,0.921,1.022,0.14,Kepler-1901 b,0,0.28289594,0,0,1349.3556,Terran
GJ 3473 c,2.63,7.41,329.1,15.509,0.0,0.0876,1.95,3347.0,0.364,0.36,0.11,GJ 3473 c,0,0.60886327,0,0,340.15234,Superterran
Kepler-1394 b,1.39,2.51,1947.0,3.93766373,0.0,0.05474,2023.005,6481.0,2.55,1.64,0.06,Kepler-1394 b,0,0.28420479,0,0,1947.7312,Terran
Kepler-877 b,2.12,5.14,632.0,18.45847097,0.0,0.1301,37.81,5261.0,0.81,0.85,-0.06,Kepler-877 b,0,0.29635043,0,0,654.69176,Superterran
Kepler-62 c,0.54,4.0,578.0,12.4417,0.0,0.0929,28.489,4925.0,0.64,0.69,-0.37,Kepler-62 c,0,0.31535213,0,0,638.8776,Subterran
Kepler-282 b,1.01,1.01,817.0,9.220524,0.0,0.082,195.935,5602.0,0.904,0.86,-0.2,Kepler-282 b,0,0.30029512,0,0,1067.8705,Terran
Kepler-2001 b,1.04,1.12,1402.0,1.090011003,0.0,0.0197,911.28,5081.0,0.77,0.864,0.12,Kepler-2001 b,0,0.29468383,0,0,1496.8987,Terran
Kepler-1298 b,1.31,2.27,1373.0,7.12811928,0.0,0.0814,1003.027,6339.0,2.0,1.45,0.13,Kepler-1298 b,0,0.28791529,0,0,1629.3658,Terran
Kepler-1388 e,2.46,6.62,299.0,37.6327084,0.0,0.1861,3.97,4098.0,0.61,0.63,0.02,Kepler-1388 e,0,0.59565828,0,0,352.61626,Superterran
TOI-238 b,1.559,3.37,1378.0,1.273099,0.18,0.0212,753.1,5059.0,0.756,0.781,-0.114,TOI-238 b,0,0.28487692,0,0,1504.2687,Terran
Kepler-1695 b,1.11948901,1.46,957.0,4.7329,0.0,0.0529,198.57,5473.19,0.987155,0.96,-0.0347,Kepler-1695 b,0,0.29678168,0,0,1178.1421,Terran
Kepler-903 b,2.01,4.7,842.0,10.3507721,0.0,0.09081,274.845,5682.0,0.97,0.98,0.05,Kepler-903 b,0,0.25888824,0,0,1178.6148,Superterran
pi Men c,2.0189,3.63,1169.8,6.2678399,0.0,0.06839,309.0,5998.0,1.17,1.07,0.09,pi Men c,0,0.25604224,0,0,1200.4381,Superterran
Kepler-614 b,2.39,6.3,641.0,14.03491514,0.0,0.1027,37.2,5268.0,0.81,0.85,-0.07,Kepler-614 b,0,0.27078052,0,0,705.73279,Superterran
Kepler-542 b,1.57,3.09,698.0,13.14497566,0.0,0.10703,61.573,5526.0,0.9,0.93,0.02,Kepler-542 b,0,0.29512086,0,0,832.38998,Terran
Kepler-1437 b,1.37,2.45,770.0,10.9295461,0.0,0.0951,83.14,5557.0,0.9,0.93,-0.02,Kepler-1437 b,0,0.29040526,0,0,1119.0133,Terran
Kepler-716 c,1.39281536,2.52,992.0,3.96999,0.0,0.04548,151.8,5012.0,0.742183,0.83,-0.06,Kepler-716 c,0,0.29278039,0,0,1003.5675,Terran
Kepler-357 b,1.84,4.04,793.0,6.475434,0.0,0.063,69.57,5036.0,0.834,0.794,0.06,Kepler-357 b,0,0.2816806,0,0,832.25276,Superterran
Kepler-20 e,0.821,0.76,1004.0,6.0984882,0.092,0.0637,169.8,5495.0,0.9164,0.929,0.07,Kepler-20 e,0,0.29775091,0,0,1036.0377,Terran
Kepler-1214 b,2.36,6.17,591.0,18.82634264,0.0,0.128,23.18,5130.0,0.8,0.85,0.05,Kepler-1214 b,0,0.29086736,0,0,631.78678,Superterran
Kepler-444 f,0.741,0.332,673.0,9.740486,0.29,0.0811,59.915,5046.0,0.752,0.758,-0.55,Kepler-444 f,0,0.30814473,0,0,786.73656,Subterran
Kepler-1265 b,1.35,2.39,732.0,6.49441289,0.0,0.0612,58.15,4630.0,0.69,0.71,-0.1,Kepler-1265 b,0,0.31085675,0,0,777.23046,Terran
Kepler-360 c,2.1,5.06,860.0,7.186434,0.0,0.075,146.5,6053.0,1.058,0.994,0.15,Kepler-360 c,0,0.25977087,0,0,973.63211,Superterran
Kepler-298 c,1.93,4.38,416.0,22.92881,0.0,0.136,8.696,4465.0,0.582,0.66,-0.21,Kepler-298 c,0,0.37946811,0,0,511.57118,Superterran
Kepler-130 d,1.64,3.33,451.0,87.517905,0.8,0.377,9.834,5884.0,1.127,0.927,-0.199,Kepler-130 d,0,0.34267269,0,0,499.52298,Superterran
Kepler-289 b,2.49,3.7,607.0,34.5383,0.0,0.21183,27.371,5990.0,1.0,1.08,0.05,Kepler-289 b,0,0.29604546,0,0,650.22831,Superterran
Kepler-1606 b,2.07,4.94,324.0,196.435224,0.0,0.6421,1.29,5422.0,0.86,0.9,0.01,Kepler-1606 b,2,0.70025387,0,1,325.36751,Superterran
Kepler-1669 d,1.22,1.98,669.0,4.72941177,0.0,0.0468,47.3,4224.0,0.603,0.609,-0.2,Kepler-1669 d,0,0.30874142,0,0,837.63072,Terran
KOI-7368 b,2.22,5.56,805.0,6.8430344,0.0,0.0678,99.24,5241.0,0.874,0.879,0.0578,KOI-7368 b,0,0.25629262,0,0,921.10825,Superterran
Kepler-501 c,1.68119739,3.47,1304.0,3.622760057,0.0,0.0467,683.84,5794.0,1.216,1.032,0.14,Kepler-501 c,0,0.27225354,0,0,1507.5339,Superterran
Kepler-438 b,1.12,1.46,288.0,35.23319,0.03,0.166,1.4,3748.0,0.52,0.544,0.16,Kepler-438 b,0,0.83283844,0,0,323.29355,Terran
Kepler-1295 b,1.55,3.02,1029.0,3.81371974,0.0,0.0464,279.941,5486.0,0.89,0.92,0.04,Kepler-1295 b,0,0.28231869,0,0,1134.7927,Terran
K2-222 b,2.275,7.5,803.0,15.3889274,0.021,0.1186,95.0,5942.0,1.072,0.94,-0.315,K2-222 b,0,0.2511495,0,0,895.98805,Superterran
Kepler-1152 b,0.87,0.59,806.0,1.646801908,0.0,0.0223,139.601,3964.0,0.53,0.55,-0.25,Kepler-1152 b,0,0.29990374,0,0,1024.5262,Terran
Kepler-377 b,1.39,2.51,875.0,12.509529,0.0,0.109,139.112,5949.0,1.224,1.043,0.05,Kepler-377 b,0,0.29350555,0,0,987.89838,Terran
Kepler-85 b,1.778,1.84,809.0,8.3,0.02,0.07885,107.028,5505.2,0.875,0.928,0.12,Kepler-85 b,0,0.26885435,0,0,920.04938,Superterran
Kepler-1741 b,1.273,2.16,615.0,2.757590055,0.0,0.0296,33.79,3683.0,0.424,0.454,-0.22,Kepler-1741 b,0,0.30896084,0,0,818.04965,Terran
Kepler-1859 b,1.58313575,3.13,1455.0,2.729599953,0.0,0.0394,1056.15,5887.0,1.235,1.09,0.16,Kepler-1859 b,0,0.27660618,0,0,1583.7164,Terran
Kepler-535 b,2.36,6.17,1247.0,4.903321551,0.0,0.06011,601.891,6123.0,1.27,1.18,0.13,Kepler-535 b,0,0.23927121,0,0,1436.4228,Superterran
Kepler-1464 c,1.0,0.972,1023.0,5.32786292,0.0,0.06101,968.555,5828.0,1.01,1.02,0.03,Kepler-1464 c,0,0.29446936,0,0,1574.1106,Terran
Kepler-1900 b,1.62314676,3.27,1356.0,2.986229897,0.0,0.042,798.35,6173.0,1.041,1.104,-0.04,Kepler-1900 b,0,0.2746827,0,0,1593.3122,Superterran
Kepler-62 e,1.61,36.0,270.0,122.3874,0.0,0.427,1.352,4925.0,0.64,0.69,-0.37,Kepler-62 e,2,0.82742754,0,1,297.99679,Superterran
Kepler-806 b,1.14,1.55,1089.0,8.09219642,0.0,0.07684,413.603,5770.0,1.16,0.99,0.0,Kepler-806 b,0,0.29460112,0,0,1315.6151,Terran
K2-17 b,2.23,5.6,487.0,17.96753,0.18,0.119,4.91,4320.0,0.66,0.71,0.15,K2-17 b,0,0.40084163,0,0,468.82948,Superterran
Kepler-37 c,0.755,1.3,615.0,21.301848,0.099,0.139,23.9,5357.0,0.789,0.79,-0.36,Kepler-37 c,0,0.34032187,0,0,640.69509,Terran
Kepler-24 d,1.67,293.959,1305.0,4.244384,0.0,0.051,601.895,5897.0,1.289,1.046,-0.0708,Kepler-24 d,0,0.2735378,0,0,1382.4214,Superterran
Kepler-1393 b,0.8,0.437,1249.0,2.44357812,0.0,0.0337,574.37,5697.0,0.92,0.95,-0.09,Kepler-1393 b,0,0.28966833,0,0,1709.4664,Subterran
Kepler-1913 b,1.51852059,2.92,818.0,14.1960001,0.0,0.1209,105.7,6214.0,1.076,1.169,0.07,Kepler-1913 b,0,0.3006298,0,0,801.60861,Terran
K2-285 d,2.48,6.5,619.9,10.45582,0.0,0.1178,24.61,4975.0,0.787,0.83,0.0,K2-285 d,0,0.27736984,0,0,657.43508,Superterran
Kepler-350 b,1.85,16.9,1037.0,11.189562,0.0,0.104,257.721,6186.0,1.534,1.19,0.041,Kepler-350 b,0,0.2675617,0,0,1141.3237,Superterran
Kepler-760 c,1.48,2.79,1139.0,2.46697439,0.0,0.03489,453.648,5322.0,0.85,0.89,0.08,Kepler-760 c,0,0.28269785,0,0,1341.8483,Terran
Kepler-1377 b,1.25,2.1,1873.0,0.740928422,0.0,0.0153,2909.21,5218.0,0.82,0.86,0.05,Kepler-1377 b,0,0.28918746,0,0,1964.8518,Terran
Kepler-1697 b,1.25954761,2.12,630.0,33.4969,0.0,0.2008,37.3,4681.53,0.772344,0.747,0.0341,Kepler-1697 b,0,0.47752012,0,0,457.66075,Terran
Kepler-203 c,2.47,749.9,1096.0,5.370647,0.0,0.061,329.788,5821.0,1.114,1.06,0.08,Kepler-203 c,0,0.2359491,0,0,1229.5908,Superterran
LTT 1445 A b,1.34,2.73,431.0,5.3587635,0.18,0.0381,5.7,3562.0,0.271,0.257,-0.34,LTT 1445 A b,0,0.36118048,0,0,595.97049,Terran
Kepler-1455 b,2.16,5.31,298.0,49.276764,0.0,0.2149,1.533,4075.0,0.6,0.62,-0.02,Kepler-1455 b,0,0.69727869,0,0,321.77872,Superterran
Kepler-348 b,1.52,2.92,1196.0,7.05677,0.0,0.076,438.942,6177.0,1.359,1.189,-0.03,Kepler-348 b,0,0.28094113,0,0,1338.9635,Terran
Kepler-347 b,1.97,4.54,908.0,12.79836,0.0,0.11,180.549,6088.0,1.005,0.922,-0.14,Kepler-347 b,0,0.26349265,0,0,1056.1587,Superterran
Kepler-352 d,0.80628032,0.449,788.0,6.887279987,0.0,0.06574,81.3,5208.0,0.772,0.796,-0.14,Kepler-352 d,0,0.30504549,0,0,875.2716,Terran
Kepler-913 b,2.06,4.9,1129.0,10.29672521,0.0,0.1009,58.9,4687.0,0.61,0.63,-0.52,Kepler-913 b,0,0.27716055,0,0,769.98087,Superterran
Kepler-256 d,2.48,6.71,1097.0,5.839172,0.0,0.064,221.1,5551.0,1.301,1.037,0.26,Kepler-256 d,0,0.23767589,0,0,1099.2223,Superterran
Kepler-763 b,1.22,1.98,1414.0,1.19655156,0.0,0.0205,974.089,5166.0,0.8,0.84,0.01,Kepler-763 b,0,0.29070458,0,0,1657.8628,Terran
Kepler-195 c,1.55,3.02,469.0,34.096863,0.0,0.197,11.281,5329.0,0.775,0.867,0.04,Kepler-195 c,0,0.39068475,0,0,524.73787,Terran
Kepler-1400 b,1.62,3.26,725.0,9.06689421,0.0,0.0771,44.517,5044.0,0.78,0.83,0.04,Kepler-1400 b,0,0.3036056,0,0,742.84522,Superterran
Kepler-1350 c,1.73,3.64,730.0,1.766789062,0.0,0.0222,94.054,3827.0,0.53,0.55,-0.06,Kepler-1350 c,0,0.28083946,0,0,922.56937,Superterran
Kepler-183 c,2.27,35.7,857.0,11.637071,0.0,0.103,108.717,5888.0,0.958,0.99,0.11,Kepler-183 c,0,0.25446149,0,0,909.92775,Superterran
Kepler-1050 c,1.48,2.79,935.0,21.1284569,0.0,0.15264,40.644,6010.0,1.13,1.09,0.03,Kepler-1050 c,0,0.31091646,0,0,739.00963,Terran
Kepler-137 b,1.47,2.76,742.0,8.436387,0.0,0.077,86.33,5187.0,0.802,0.85,0.05,Kepler-137 b,0,0.29614904,0,0,876.35518,Terran
Kepler-1356 b,1.53,2.96,1714.0,0.634002937,0.0,0.0136,1966.057,5106.0,0.78,0.82,-0.02,Kepler-1356 b,0,0.27832777,0,0,1864.9022,Terran
Kepler-1505 b,0.93,0.749,525.0,30.8609366,0.0,0.18298,36.121,5686.0,0.86,0.93,-0.18,Kepler-1505 b,0,0.32636108,0,0,726.41647,Terran
Kepler-1169 b,0.94,0.779,1125.0,6.11009134,0.0,0.06931,348.046,6191.0,1.23,1.24,0.26,Kepler-1169 b,0,0.29643133,0,0,1256.3262,Terran
Kepler-343 b,2.41,6.39,1024.0,8.96855,0.0,0.088,206.072,5807.0,1.433,1.055,0.1445,Kepler-343 b,0,0.24095049,0,0,1098.2069,Superterran
Kepler-1003 b,1.78,3.82,1157.0,3.554856915,0.0,0.04333,814.925,6109.0,1.17,1.11,0.01,Kepler-1003 b,0,0.26698849,0,0,1605.9575,Superterran
Kepler-936 b,1.45,2.7,867.0,10.56134221,0.0,0.0954,133.56,5482.0,0.89,0.92,0.05,Kepler-936 b,0,0.30038997,0,0,834.93244,Terran
Kepler-1355 b,1.46,2.73,1448.0,1.289588112,0.0,0.0224,944.873,5352.0,0.83,0.88,-0.04,Kepler-1355 b,0,0.28212328,0,0,1590.5653,Terran
Kepler-592 b,2.39,6.3,1367.0,2.820192408,0.0,0.0397,935.827,5913.0,1.04,1.04,-0.03,Kepler-592 b,0,0.23710583,0,0,1606.1284,Superterran
YZ Cet d,1.03,1.09,356.7,4.65626,0.07,0.02851,2.7,3151.0,0.157,0.142,-0.18,YZ Cet d,0,0.67449052,0,0,368.59016,Terran
Kepler-499 b,2.17,5.35,844.0,5.632528453,0.0,0.0598,148.456,5312.0,0.83,0.87,0.0,Kepler-499 b,0,0.25521933,0,0,1001.9013,Superterran
Kepler-1154 c,2.36,6.17,1117.0,8.45808312,0.0,0.0875,339.573,6327.0,1.43,1.26,0.04,Kepler-1154 c,0,0.2406996,0,0,1261.5995,Superterran
Kepler-1338 b,0.92,0.721,2124.0,0.935118057,0.0,0.01937,4712.111,5909.0,1.05,1.04,0.0,Kepler-1338 b,0,0.29257765,0,0,2387.2443,Terran
Kepler-247 b,1.64,3.33,970.0,3.33616,0.0,0.042,216.111,5100.0,0.768,0.887,0.3,Kepler-247 b,0,0.2787867,0,0,1101.0344,Superterran
Kepler-1761 b,1.39109603,2.51,613.0,4.043540001,0.0,0.0413,33.34,3871.0,0.532,0.573,0.07,Kepler-1761 b,0,0.31782276,0,0,721.85587,Terran
Kepler-1388 c,2.26,5.73,566.0,5.53608151,0.0,0.0519,51.044,4098.0,0.61,0.63,0.02,Kepler-1388 c,0,0.28565775,0,0,667.71609,Superterran
Kepler-1649 c,1.06,1.2,234.0,19.53527,0.0,0.0649,0.75,3240.0,0.2317,0.1977,-0.15,Kepler-1649 c,1,0.9252979,0,1,302.7284,Terran
Kepler-1148 b,1.69,3.5,1397.0,1.104463509,0.0,0.0188,815.407,5054.0,0.77,0.81,-0.02,Kepler-1148 b,0,0.27164394,0,0,1545.5982,Superterran
TOI-1452 b,1.672,4.82,326.0,11.06201,0.0,0.061,1.8,3185.0,0.275,0.249,-0.07,TOI-1452 b,0,0.72006129,0,0,336.90744,Superterran
Kepler-387 b,1.03,1.08,994.0,6.791636,0.0,0.068,304.081,5774.0,1.046,0.85,-0.3,Kepler-387 b,0,0.29756962,0,0,1193.7711,Terran
Kepler-114 c,1.6,2.8,507.0,8.041,0.0,0.06482,51.623,4660.0,0.54,0.56,0.2291,Kepler-114 c,0,0.30175426,0,0,761.76499,Terran
Kepler-20 f,0.952,1.4,681.0,19.578328,0.094,0.1387,35.9,5495.0,0.9164,0.929,0.07,Kepler-20 f,0,0.33119244,0,0,702.09663,Terran
Kepler-109 b,2.49,4.9,1276.0,6.4816307,0.11,0.0701,442.0,5950.0,1.387,1.094,-0.02,Kepler-109 b,0,0.23399611,0,0,1325.8275,Superterran
Kepler-84 c,2.36,20.2,865.0,12.883,0.0,0.1072,132.23,6039.0,1.43,1.0,-0.07,Kepler-84 c,0,0.24633795,0,0,992.7231,Superterran
Kepler-1371 c,0.64,0.196,1216.0,2.00541269,0.0,0.02937,853.269,5361.0,0.83,0.87,-0.07,Kepler-1371 c,0,0.2776915,0,0,1550.7802,Subterran
Kepler-92 d,2.067,11.8666806,637.0,49.3568,0.07,0.28682,46.844,5904.34,1.81719,1.07,0.1381,Kepler-92 d,0,0.28087338,0,0,740.64149,Superterran
Kepler-1689 b,0.94678642,0.799,879.0,8.483,0.0,0.0784,149.3,5731.43,0.996208,1.023,-0.1455,Kepler-1689 b,0,0.30191022,0,0,1009.0765,Terran
Kepler-1256 b,1.49,2.83,933.0,12.4127754,0.0,0.10733,211.549,6129.0,1.36,1.17,0.05,Kepler-1256 b,0,0.28515872,0,0,1128.9089,Terran
GJ 9827 b,1.44,4.28,1035.01,1.208974,0.0,0.0189,318.0,4236.0,0.58,0.62,-0.29,GJ 9827 b,0,0.28581574,0,0,1216.429,Terran
Kepler-165 c,2.23,5.6,581.0,15.31299,0.0,0.11,25.931,5211.0,0.77,0.746,-0.25,Kepler-165 c,0,0.28891573,0,0,661.04219,Superterran
Kepler-207 c,1.5,2.86,1556.0,3.071571,0.0,0.044,1742.715,5920.0,1.588,1.313,0.29,Kepler-207 c,0,0.27967436,0,0,1865.0874,Terran
Kepler-125 b,2.37,6.21,590.0,4.164389,0.0,0.041,33.184,3810.0,0.512,0.542101,-0.14,Kepler-125 b,0,0.28170932,0,0,661.5057,Superterran
Kepler-211 b,1.26,2.13,954.0,4.138575,0.0,0.048,158.188,5123.0,0.816,0.867,0.151,Kepler-211 b,0,0.29655699,0,0,1035.273,Terran
Kepler-81 b,2.42,17.2,635.0,5.955,0.0,0.0522,39.95,4385.0,0.59,0.64,-0.18,Kepler-81 b,0,0.26127256,0,0,754.81456,Superterran
HD 3167 b,1.67,4.97,1774.0,0.959641,0.0,0.01796,1650.0,5261.0,0.88,0.837,0.04,HD 3167 b,0,0.27179353,0,0,1837.6904,Superterran
Kepler-311 c,1.43,2.63,744.0,19.738286,0.0,0.145,72.456,5905.0,1.188,0.994,-0.03,Kepler-311 c,0,0.3004243,0,0,844.28976,Terran
Kepler-998 b,2.32,5.99,1020.0,5.65377733,0.0,0.0626,409.917,6058.0,1.18,1.12,0.07,Kepler-998 b,0,0.24234659,0,0,1284.9563,Superterran
Kepler-1934 b,0.91307734,0.702,1700.0,1.419759989,0.0,0.02466,1835.6,5925.0,1.035,0.968,-0.14,Kepler-1934 b,0,0.29282335,0,0,1955.8812,Terran
Kepler-195 b,2.03,4.78,751.0,8.307872,0.0,0.077,74.148,5329.0,0.775,0.867,0.04,Kepler-195 b,0,0.27135903,0,0,839.325,Superterran
Kepler-757 b,1.36,2.42,1734.0,1.022678821,0.0,0.019,3345.453,6014.0,1.13,1.08,0.02,Kepler-757 b,0,0.28506272,0,0,2288.4884,Terran
Kepler-1800 b,0.99679734,0.961,1533.0,4.562029839,0.0,0.05098,242.0,5343.0,2.506,1.33,0.08,Kepler-1800 b,0,0.3004925,0,0,1061.1204,Terran
TOI-2096 b,1.243,2.08,445.0,3.1190633,0.15,0.025,9.4,3300.0,0.235,0.231,-0.03,TOI-2096 b,0,0.42155151,0,0,503.89622,Terran
Kepler-85 c,1.978,2.15,706.0,12.51,0.027,0.10363,61.929,5505.2,0.875,0.928,0.12,Kepler-85 c,0,0.26728734,0,0,802.4367,Superterran
KOI-94 b,1.71,10.5,1486.0,3.743208,0.25,0.05119,1053.181,6182.0,1.52,1.277,0.0228,KOI-94 b,0,0.27017899,0,0,1668.6203,Superterran
Kepler-300 b,1.67,3.43,812.0,10.446347,0.0,0.094,265.186,5986.0,0.9,1.07,0.04,Kepler-300 b,0,0.27648656,0,0,1141.1996,Superterran
Kepler-1569 b,1.68,3.46,1222.0,5.79180156,0.0,0.06669,495.652,6319.0,1.4,1.25,0.06,Kepler-1569 b,0,0.27319189,0,0,1364.227,Superterran
Kepler-341 d,1.85,4.08,622.0,27.666313,0.0,0.182,45.423,6012.0,1.024,0.976,0.07,Kepler-341 d,0,0.29474682,0,0,725.50403,Superterran
Kepler-1615 b,2.06,4.9,658.0,47.3126192,0.0,0.2788,31.171,5865.0,1.05,1.04,0.06,Kepler-1615 b,0,0.29263397,0,0,681.5993,Superterran
Kepler-904 b,1.77,3.78,1332.0,3.021668632,0.0,0.0417,875.419,6160.0,1.25,1.16,0.05,Kepler-904 b,0,0.26774158,0,0,1539.4213,Superterran
Kepler-1953 b,1.28574667,2.2,731.0,6.245659828,0.0,0.0607,67.62,4858.0,0.707,0.786,-0.02,Kepler-1953 b,0,0.30908979,0,0,812.5146,Terran
Kepler-395 b,1.03,1.08,576.0,7.054346,0.0,0.061,17.8,4262.0,0.556,0.622827,-0.02,Kepler-395 b,0,0.37054234,0,0,585.81516,Terran
Kepler-1228 b,1.54,2.99,1757.0,0.577369579,0.0,0.01186,1598.664,5063.0,0.74,0.78,-0.18,Kepler-1228 b,0,0.27786521,0,0,1869.4787,Terran
Kepler-823 b,1.57,3.09,1277.0,4.16809082,0.0,0.0507,803.353,5643.0,0.96,0.98,0.06,Kepler-823 b,0,0.27734939,0,0,1549.4285,Terran
Kepler-680 b,2.42,6.44,1147.0,3.689926291,0.0,0.0469,706.62,5890.0,1.11,1.08,0.13,Kepler-680 b,0,0.23618701,0,0,1487.9526,Superterran
Kepler-793 b,1.37,2.45,1177.0,4.24153639,0.0,0.0491,617.407,5745.0,0.97,0.98,0.0,Kepler-793 b,0,0.28693786,0,0,1383.1993,Terran
Kepler-183 b,2.06,4.9,1088.0,5.687945,0.0,0.064,281.845,5888.0,0.958,0.99,0.11,Kepler-183 b,0,0.25680318,0,0,1154.3448,Superterran
Kepler-1141 b,0.82,0.477,1471.0,2.344511944,0.0,0.03496,1146.953,5791.0,1.07,1.01,0.04,Kepler-1141 b,0,0.29061471,0,0,1693.425,Terran
Kepler-1481 b,1.23,2.04,797.0,5.94220998,0.0,0.059,71.94,4908.0,0.75,0.8,0.04,Kepler-1481 b,0,0.30780844,0,0,844.79146,Terran
Kepler-345 b,0.74,0.48,622.0,7.415563,0.0,0.066,35.37,4504.0,0.623,0.61,0.1905,Kepler-345 b,0,0.30382734,0,0,842.17734,Subterran
Kepler-1100 b,1.75,3.71,1000.0,6.42200058,0.0,0.06745,238.508,6247.0,1.34,1.21,0.05,Kepler-1100 b,0,0.2722588,0,0,1157.1708,Superterran
Kepler-481 b,2.5,6.8,899.0,10.06082567,0.0,0.08926,183.842,5802.0,1.09,1.01,0.03,Kepler-481 b,0,0.23710416,0,0,1083.9438,Superterran
Kepler-220 c,1.57,3.09,586.0,9.034199,0.0,0.076,37.321,4632.0,0.666,0.729,-0.1738,Kepler-220 c,0,0.31247306,0,0,707.16169,Terran
Kepler-1166 b,1.69,3.5,486.0,33.2406882,0.0,0.1975,14.188,5446.0,0.86,0.9,-0.02,Kepler-1166 b,0,0.35959624,0,0,558.65279,Superterran
Kepler-1119 b,1.92,4.35,938.0,8.3265153,0.0,0.0812,182.69,6083.0,1.17,1.11,0.03,Kepler-1119 b,0,0.26152463,0,0,1335.5111,Superterran
Kepler-1604 b,1.41,2.57,2023.0,0.683684256,0.0,0.01406,1391.4,4976.0,0.76,0.81,0.02,Kepler-1604 b,0,0.28310507,0,0,2251.5444,Terran
TOI-270 c,2.33,6.2,489.0,5.66051,0.0044,0.04526,47.0639,3506.0,0.38,0.386,-0.17,TOI-270 c,0,0.3605454,0,0,504.71761,Superterran
Kepler-792 b,1.96,4.5,852.0,11.30119217,0.0,0.0988,176.032,5971.0,1.12,1.09,0.08,Kepler-792 b,0,0.2635817,0,0,1071.6354,Superterran
Kepler-179 b,1.64,3.33,1075.0,2.735926,0.0,0.036,360.262,5302.0,0.759,0.893,0.12,Kepler-179 b,0,0.27578142,0,0,1292.035,Superterran
Kepler-1021 b,2.33,6.04,634.0,13.47469571,0.0,0.1034,50.37,5431.0,0.86,0.89,-0.05,Kepler-1021 b,0,0.26520208,0,0,757.9931,Superterran
Kepler-399 b,0.96,0.84,773.0,14.425281,0.0,0.103,35.63,5502.0,0.68,0.902,0.14,Kepler-399 b,0,0.3309576,0,0,704.70428,Terran
Kepler-1907 b,0.86973029,0.589,856.0,5.652450085,0.0,0.05444,75.0,5159.0,0.8,0.752,-0.16,Kepler-1907 b,0,0.30992488,0,0,844.60043,Terran
Kepler-1865 b,1.57686072,3.11,1203.0,2.524009943,0.0,0.0344,495.14,5420.0,0.871,0.849,-0.06,Kepler-1865 b,0,0.27885958,0,0,1283.5013,Terran
Kepler-1959 b,1.14315727,1.57,811.0,6.38669014,0.0,0.0617,102.25,5071.0,0.811,0.768,-0.02,Kepler-1959 b,0,0.30714053,0,0,881.62306,Terran
Kepler-1019 b,1.46,2.73,1164.0,1.411229847,0.0,0.0221,330.249,4433.0,0.67,0.7,0.01,Kepler-1019 b,0,0.28496659,0,0,1216.8285,Terran
Kepler-1637 b,0.89,0.64,1093.0,6.10960324,0.0,0.0596,337.78,5789.0,1.02,1.02,0.07,Kepler-1637 b,0,0.29643695,0,0,1194.1322,Terran
Kepler-758 e,1.53,2.96,1144.0,8.1934719,0.0,0.0829,588.402,6228.0,1.42,1.16,-0.1,Kepler-758 e,0,0.2798733,0,0,1419.8442,Terran
Kepler-1955 b,1.16654878,1.69,853.0,14.26519966,0.0,0.11959,114.3,5825.0,1.291,1.049,0.14,Kepler-1955 b,0,0.30207098,0,0,960.13564,Terran
